"TIME","GEO","UNIT","INDIC_IL","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2017","Bulgaria","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,689",""
"2017","Bulgaria","Euro","Median equivalised net income","Reporting country","Total","18 years or over","3,645",""
"2017","Czechia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","9,786",""
"2017","Czechia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","Czechia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","7,761",""
"2017","Czechia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","Czechia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","8,557",""
"2017","Czechia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","8,297",""
"2017","Denmark","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","27,148",""
"2017","Denmark","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","Denmark","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","22,745",""
"2017","Denmark","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","Denmark","Euro","Median equivalised net income","Foreign country","Total","18 years or over","25,356",""
"2017","Denmark","Euro","Median equivalised net income","Reporting country","Total","18 years or over","29,306",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","22,204",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","15,835",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","19,433",""
"2017","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","22,244",""
"2017","Estonia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","8,966","u"
"2017","Estonia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","Estonia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","7,038",""
"2017","Estonia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","Estonia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","7,073",""
"2017","Estonia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","9,845",""
"2017","Ireland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":",""
"2017","Ireland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","Ireland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":",""
"2017","Ireland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","Ireland","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2017","Ireland","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2017","Greece","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","7,073",""
"2017","Greece","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","Greece","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","5,156",""
"2017","Greece","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","Greece","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5,256",""
"2017","Greece","Euro","Median equivalised net income","Reporting country","Total","18 years or over","7,933",""
"2017","Spain","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","10,851",""
"2017","Spain","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","Spain","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","8,336",""
"2017","Spain","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","Spain","Euro","Median equivalised net income","Foreign country","Total","18 years or over","9,108",""
"2017","Spain","Euro","Median equivalised net income","Reporting country","Total","18 years or over","14,999",""
"2017","France","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","20,914",""
"2017","France","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","France","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","14,542",""
"2017","France","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
